ec2c5cb2-76fb-4907-9b02-896139c9febd	The dependent variable is a measure of respondents’ belief in severe punishment, worded as a yes/no survey question: “Do you think crime can be reduced by severe punishment?” Responses were recoded so that a positive response (1) indicates respondents’ favoring severe punishment as an effective method of crime reduction. 
04ccffc7-942c-49e8-958b-f5dac9c89c38	Domain-specific national pride was assessed in each wave with questions addressing various German institutions and achievements: (a) the German constitution (“Grundgesetz”), (b) the German parliament (“Bundestag”), (c) achievements of German athletes, (d) economic achievements, (e) German art and literature, (f) scientific achievements, and (g) services of the welfare state. 
88202d14-6f6b-4047-9ad3-36f55380d662	Of the 682 individuals in this group, 28.6% were Catholic, 29.7% Evangelical, 2.7% belonged to an independent or other Christian community, and 2.5% to a non-Christian religious community, 36.2% of the respondents were undenominational. 
eb52c592-b361-4b5c-b382-2d17ee3954f1	“Income differences give incentives to work hard.” 
e8a61a63-a28d-478c-8357-b62c77eb5eb9	Separate measures of judicial distrust and police distrust are included, where respondents were asked on a scale of 1 to 7 (1 = absolutely no trust, 7 = a great deal of trust) how much they trusted either institution. 
9c6f2e70-8712-428d-97b8-4cb6cc63f9d7	The lowest levels of egalitarian support surrounded the belief that a child is likely to ‘suffer’ if his or her mother works for pay (FEPRESCH). 
27a1d3e1-5de1-4016-b59b-8305135a2b83	“The economy can run only if the businessmen make good profits. That benefits everyone in the end.” 
d9c4f94e-6a97-4c86-90f3-cf0a7b3199b3	 At the end of the ALLBUS interview all respondents were asked whether they use the Internet. There were 1,869 Internet users (66 percent of respondents). 
5902bf7f-30bf-48bc-967d-0b9f83f93af7	Law and order as a political priority is measured by a survey item that asks respondents of these four choices, which do they view as the most-important political goal: maintaining law and order, protecting the right of free speech, more citizen influence on political decisions, or fighting rising prices. 
e3dc93b2-9c00-4a32-93b3-76c0cbae8e73	 The second question asks whether the government should “secure the income” of all citizens in times of hardship. 
14763221-bbd7-4068-9981-8a488091c1c8	2. Concerning the difference in life style between Germans and ethnic German repatriates: How strongly do ethnic Germans coming from Eastern Europe living in Germany differ from the rest of the German population? Answering options provided range from 1 not at all to 7 very strong. 
c010e464-faef-4c4d-9242-38c3e5da2cdf	“Even if one wanted to, there is no way to reduce social inequality any further than here in Germany.” 
021ba510-66ad-4a90-8b18-251f4070710b	 The juxtaposition of the respondents’ estimation of their own religiosity from 1 (not religious) to 10 (very religious) and the number of their children reveals a clear connection. 
1e55e2d2-5467-4eeb-8b65-ebf278225c92	Foreigners are a burden to the German social welfare system 
110d2647-0419-4b0c-832e-35038f296f57	A 0 is coded if a person states that he or she does not belong to any religious community.
6ed37803-44dc-473e-aaf0-9592d37aac89	Do you think one should get married if one is living with a partner on a permanent basis? 
ba0af354-7663-4fdd-a17f-dcb30c46ce07	“Foreigners living in Germany should be prohibited from taking part in any kind of political activity.” 
baa0556d-0cb0-496f-b678-ce8b4e0faa32	Age and income (thousands of Euros per month) are included as continuous variables, and gender (1 = male), education (1 = past or current enrollment in college/university), and marital status (1 = married) are included as dichotomous variables. 
658529d1-d6ec-41f0-90fb-3c10e0ba9846	 The result was that previous concepts such as being Christian, being of German origin or being born in Germany were losing in importance against much more flexible concepts such as German language skills, respecting the constitution and not being a criminal. 
6906b4cd-1a68-4c01-99b2-87dde51f8242	Foreigners take jobs away from Germans 
b74e0394-7781-437c-923d-830e6408ff8f	Prior deviant activity is measured with a four-item additive scale, which includes categorical measures of respondents’ frequency for fare dodging, drunk driving, tax fraud, and shoplifting. 
497a339b-6519-4017-935c-5e2af564d359	“How important is a secure job to you?” 
cbb77a84-2c61-4ae9-b0e3-d4025dd83e46	To measure anti-immigrant sentiments, a four-item scale was created (α = .72) from responses to questions regarding citizens’ beliefs about immigration for four groups: asylum seekers, EU workers, non-EU workers, and ethnic Germans. Respondents were asked to choose one of the three responses for each group: (a) entry should be unrestricted, (b) entry should be restricted, and (c) entry should be stopped completely.
8865276e-ef47-4fbe-9d61-a1f91ecce93a	Für die Gewerkschaftsmitgliedschaft ist dies allerdings der Fall.
9fa25da4-5ee6-429c-9418-eb45962453c8	Der Aussage „Die Rangunterschiede zwischen den Menschen sind akzeptabel, weil sie im Wesentlichen ausdrücken, was man aus den Chancen, die man hatte, gemacht hat“ stimmt mit 47 Prozent in beiden Gruppen knapp die Hälfte zu; 53 Prozent lehnen sie ab.
b11c505a-5b19-46dd-b020-cb8f93aa25c3	 Außerdem offenbarte sich – auf einer Vierer-Skala (1 = keine Zustimmung, …, 4 = volle Zustimmung) – mit einem Durchschnittswert in Höhe von 1,9 Punkten (d. h. „eher Zustimmung“) auf die Frage, ob sich Politiker um die Gedanken der Bürger kümmern würden, eine (eher) ablehnende Antwort. 
34eece72-b08a-4869-bcb5-f02178f4488d	Die traditionellen Schlüsselindikatoren Teilnahme an Wahlen und die Mitarbeit in einer Partei fanden bei Westdeutschen (89 bzw. 12 Prozent) deutliche höheren Anklang als bei Ostdeutschen (78 bzw. 6 Prozent).
537d3ae4-11ad-409a-aad2-3b2ce96a40ec	Hierbei berücksichtigt die vorliegende Auswertung nur Personen, die bei der Frage nach der beruflichen Stellung angaben, Arbeiter, Angestellte oder Beamte zu sein.
aeba0717-58f6-46ab-8dec-dbedd097c047	Die Verteilung des politischen Interesses entspricht etwa der Verteilung wie sie im Allbus 20102 für die gesamte Bevölkerung gemessen wurde.
1c0b5c01-42ac-4560-a520-a595194091a0	 Die nach wie vor beträchtlichen Unterschiede in der Schichtidentifikation zwischen West- und Ostdeutschland haben sich im Zeitverlauf nur mäßig verringert: zwischen 1992 und 2008 beim Anteil der Unter-/Arbeiterschicht von 27 auf 18 und beim Anteil der Mittelschicht von 18 auf 10 Prozentpunkte. 
199030ab-a099-4252-8482-78be4c8af312	Danach ist die Mehrheit der Gewerkschaftsmitglieder bereits als Wechselwähler zu betrachten: Im Jahr 2008 gaben 36,6 Prozent der befragten berufstätigen Gewerkschaftsmitglieder an, dass sie keiner Partei zuneigen, nur knapp 30 Prozent präferierten die SPD.
db79148a-c86f-4fc5-969f-9438c4792a6b	Der Effekt ist stets eindeutig 1982 beurteilten SPD-Anhänger die allgemeine wirtschaftliche Situation besser als Anhänger anderer Parteien, 1986, 1991 und 1996 taten dies die CDU-Anhänger. 
018bfa7d-2061-4f97-8e74-8d5a4c9cdb2a	 Wie bereits erwähnt, beten ältere Menschen, insbesondere über 75 Jahren, häufiger als jüngere Kohorten. 
c960a57b-b844-4a50-9111-0fcc85389b31	east: Durchführung des Interviews in Ostdeutschland
4aa2bf42-bb0b-46f7-ac0b-395ebd741b0f	 - Subjektive Beurteilung der Gerechtigkeit der sozialen Unterschiede. 
015a3feb-19dd-4970-9678-80a4743f327e	Auch bei dem Thema Schwangerschaftsabbruch unterscheiden sich die Meinungen von älteren und jüngeren Befragten sehr deutlich.
3b6e4e48-7c25-4ab2-bec3-d4d1fa387fd9	Das institutionalisierte kulturelle Kapital wird über den schulischen Bildungsabschluss operationalisiert 
51eb337d-1e87-431c-a0f6-061b1ae408a3	Inzwischen ordnen sich 46 Prozent der Befragten der Mittelschicht zu – ein Anstieg um neun Prozentpunkte seit 1991.
